id	white_id	white_rating	white_k	black_id	black_rating	black_k	white_point	start_at	tournament_id	time_type	created_at	updated_at
1	111	1815	20	287	1335	40	1	2021-10-09	64	ST	2024-04-11 13:31:00.973186	2024-04-11 13:31:00.973186
